chr	coordinate	ORF	internal	flag
chrIX	102646	YIL130W	0	0
chrIX	113345	YIL129C	0	0
chrIX	113722	YIL128W	0	0
chrIX	117668	YIL127C	0	0
chrIX	117932	YIL126W	0	0
chrIX	122414	YIL125W	0	0
chrIX	126182	YIL124W	0	0
chrIX	127440	YIL123W	0	0
chrIX	130353	YIL122W	0	0
chrIX	132186	YIL121W	0	0
chrIX	135253	YIL120W	1	0
chrIX	138078	YIL119C	0	0
chrIX	139634	YIL118W	0	0
chrIX	141635	YIL117C	0	0
chrIX	142858	YIL116W	0	0
chrIX	148889	YIL115C	0	0
chrIX	150019	YIL114C	0	0
chrIX	151551	YIL112W	0	0
chrIX	155178	YIL111W	0	0
chrIX	156014	YIL110W	0	0
chrIX	160252	YIL109C	0	0
chrIX	160765	YIL108W	0	0
chrIX	165939	YIL107C	0	0
chrIX	166399	YIL106W	0	0
chrIX	169779	YIL105C	0	0
chrIX	171535	YIL104C	0	0
chrIX	171701	YIL103W	0	0
chrIX	173626	YIL102C-A	0	0
chrIX	177428	YIL101C	0	0
chrIX	177943	YIL099W	0	0
chrIX	180245	YIL098C	0	0
chrIX	180401	YIL097W	0	0
chrIX	183183	YIL096C	0	0
chrIX	183768	YIL095W	0	0
chrIX	187705	YIL094C	0	0
chrIX	188853	YIL093C	0	0
chrIX	188988	YIL092W	0	0
chrIX	193231	YIL091C	0	0
chrIX	193418	YIL090W	0	0
chrIX	195565	YIL089W	0	0
chrIX	199476	YIL088C	0	0
chrIX	200131	YIL087C	0	0
chrIX	202113	YIL085C	0	0
chrIX	203301	YIL084C	0	0
chrIX	204742	YIL083C	0	0
chrIX	212035	YIL079C	0	0
chrIX	212456	YIL078W	0	0
chrIX	215976	YIL077C	0	0
chrIX	216617	YIL076W	0	0
chrIX	220762	YIL075C	0	0
chrIX	222624	YIL074C	0	0
chrIX	226495	YIL072W	0	0
chrIX	229980	YIL071C	1	1
chrIX	231134	YIL070C	0	0
chrIX	232437	YIL069C	0	0
chrIX	235495	YIL068C	0	0
chrIX	237819	YIL067C	0	0
chrIX	241806	YIL065C	0	0
chrIX	241994	YIL064W	1	0
chrIX	243789	YIL063C	0	0
chrIX	244500	YIL062C	0	0
chrIX	245578	YIL061C	0	0
chrIX	246277	YIL060W	0	0
chrIX	248394	YIL057C	1	0
chrIX	249674	YIL056W	0	0
chrIX	254121	YIL055C	0	0
chrIX	255087	YIL053W	0	0
chrIX	257100	YIL052C	0	0
chrIX	258335	YIL051C	0	0
chrIX	258838	YIL050W	0	0
chrIX	260157	YIL049W	0	0
chrIX	261172	YIL048W	0	0
chrIX	267841	YIL047C	0	0
chrIX	268116	YIL046W-A	0	0
chrIX	268606	YIL046W	0	0
chrIX	271054	YIL045W	0	0
chrIX	273872	YIL044C	0	0
chrIX	274938	YIL043C	0	0
chrIX	276330	YIL042C	0	0
chrIX	276503	YIL041W	0	0
chrIX	277714	YIL040W	0	0
chrIX	278366	YIL039W	0	0
chrIX	282890	YIL038C	0	0
chrIX	285161	YIL037C	0	0
chrIX	285507	YIL036W	0	0
chrIX	289018	YIL035C	0	0
chrIX	290142	YIL034C	0	0
chrIX	291777	YIL033C	0	0
chrIX	292463	YIL031W	0	0
chrIX	300066	YIL030C	0	0
chrIX	301362	YIL029C	0	0
chrIX	304162	YIL027C	0	0
chrIX	307965	YIL026C	0	0
chrIX	310426	YIL023C	0	0
chrIX	311092	YIL022W	0	0
chrIX	312808	YIL021W	0	0
chrIX	314841	YIL020C	0	0
chrIX	315073	YIL019W	0	0
chrIX	316726	YIL018W	0	0
chrIX	321035	YIL017C	0	0
chrIX	321387	YIL016W	0	0
chrIX	322310	YIL015W	0	0
chrIX	325605	YIL014C-A	0	0
chrIX	325955	YIL014W	0	0
chrIX	332535	YIL013C	0	0
chrIX	333695	YIL011W	0	0
chrIX	334845	YIL010W	0	0
chrIX	336224	YIL009C-A	0	0
chrIX	339330	YIL009W	0	0
chrIX	342490	YIL008W	0	0
chrIX	343682	YIL007C	0	0
chrIX	344040	YIL006W	0	0
chrIX	345559	YIL005W	0	0
chrIX	348568	YIL004C	0	0
chrIX	349083	YIL003W	0	0
chrIX	350285	YIL002W-A	0	0
chrIX	353679	YIL002C	0	0
chrIX	353881	YIL001W	0	0
chrIX	356960	YIR001C	0	0
chrIX	360487	YIR002C	0	0
chrIX	360837	YIR003W	0	0
chrIX	363207	YIR004W	0	0
chrIX	364844	YIR005W	0	0
chrIX	369942	YIR006C	0	0
chrIX	374365	YIR008C	0	0
chrIX	374462	YIR009W	0	0
chrIX	375355	YIR010W	0	0
chrIX	378268	YIR011C	0	0
chrIX	378461	YIR012W	0	0
chrIX	381070	YIR014W	0	0
chrIX	384113	YIR017C	1	0
chrIX	384600	YIR018W	0	0
chrIX	397268	YIR021W	0	0
chrIX	398697	YIR022W	0	0
chrIX	399751	YIR023W	0	0
chrIX	403499	YIR024C	0	0
chrIX	403688	YIR025W	1	1
chrIX	405996	YIR026C	0	0
chrIX	407952	YIR027C	0	0
chrIX	412810	YIR030C	0	0
chrIX	414821	YIR031C	0	0
chrIX	415682	YIR032C	0	0
chrIX	416089	YIR033W	0	0
chrIX	420771	YIR034C	0	0
chrIX	421810	YIR035C	0	0
chrIX	422891	YIR036C	0	0
chrIX	423067	YIR037W	0	0
chrIX	424543	YIR038C	0	0
chrIX	433883	YIR041W	0	0
chrIX	436053	YIR042C	0	0
chrX	6545	YJL225C	0	0
chrX	11483	YJL222W	1	1
chrX	18824	YJL221C	0	0
chrX	19279	YJL219W	0	0
chrX	21956	YJL218W	0	0
chrX	23126	YJL217W	0	0
chrX	26237	YJL216C	0	0
chrX	31822	YJL213W	0	0
chrX	36277	YJL212C	0	0
chrX	36770	YJL210W	0	0
chrX	37903	YJL209W	0	0
chrX	41235	YJL208C	0	0
chrX	47444	YJL207C	0	0
chrX	49940	YJL206C	0	0
chrX	50462	YJL205C	0	0
chrX	53166	YJL204C	0	0
chrX	53307	YJL203W	0	0
chrX	54376	YJL201W	0	0
chrX	58944	YJL200C	0	0
chrX	60822	YJL198W	0	0
chrX	63763	YJL197W	0	0
chrX	68805	YJL196C	0	0
chrX	69277	YJL194W	0	0
chrX	71368	YJL193W	1	1
chrX	73438	YJL192C	0	0
chrX	73766	YJL191W	0	0
chrX	75318	YJL190C	0	0
chrX	75890	YJL189W	0	0
chrX	79355	YJL187C	0	0
chrX	80126	YJL186W	0	0
chrX	83407	YJL184W	0	0
chrX	84003	YJL183W	0	0
chrX	85638	YJL181W	0	0
chrX	88565	YJL180C	0	0
chrX	88738	YJL179W	0	0
chrX	90135	YJL178C	0	0
chrX	90765	YJL177W	0	0
chrX	94593	YJL176C	0	0
chrX	94977	YJL174W	0	0
chrX	96560	YJL173C	0	0
chrX	97698	YJL172W	0	0
chrX	100932	YJL171C	0	0
chrX	101887	YJL170C	0	0
chrX	104521	YJL168C	0	0
chrX	104958	YJL167W	0	0
chrX	106332	YJL166W	0	0
chrX	109626	YJL165C	0	0
chrX	111378	YJL164C	0	0
chrX	115685	YJL162C	0	0
chrX	117256	YJL161W	1	1
chrX	119132	YJL160C	0	0
chrX	120395	YJL159W	0	0
chrX	122990	YJL158C	0	0
chrX	126374	YJL157C	0	0
chrX	129008	YJL156C	0	0
chrX	130771	YJL155C	0	0
chrX	133966	YJL154C	0	0
chrX	136806	YJL151C	0	0
chrX	137334	YJL149W	0	0
chrX	140365	YJL148W	0	0
chrX	142634	YJL147C	0	0
chrX	143210	YJL146W	0	0
chrX	145066	YJL145W	0	0
chrX	146326	YJL144W	0	0
chrX	147071	YJL143W	0	0
chrX	150487	YJL141C	0	0
chrX	150867	YJL140W	0	0
chrX	153125	YJL139C	0	0
chrX	154742	YJL138C	0	0
chrX	156235	YJL137C	0	0
chrX	157296	YJL136C	0	0
chrX	158157	YJL134W	0	0
chrX	159876	YJL133C-A	0	0
chrX	160458	YJL133W	0	0
chrX	165394	YJL131C	0	0
chrX	173025	YJL130C	0	0
chrX	177597	YJL129C	0	0
chrX	180324	YJL128C	0	0
chrX	181808	YJL127C-B	0	0
chrX	184288	YJL127C	0	0
chrX	184494	YJL126W	0	0
chrX	186731	YJL125C	0	0
chrX	187810	YJL124C	0	0
chrX	189448	YJL123C	0	0
chrX	189713	YJL122W	0	0
chrX	191102	YJL121C	0	0
chrX	191684	YJL118W	1	1
chrX	192481	YJL117W	0	0
chrX	195086	YJL116C	0	0
chrX	196211	YJL115W	0	0
chrX	205257	YJL112W	0	0
chrX	207826	YJL111W	0	0
chrX	211666	YJL110C	0	0
chrX	217341	YJL109C	0	0
chrX	220136	YJL107C	0	0
chrX	223733	YJL105W	0	0
chrX	227305	YJL104W	0	0
chrX	231051	YJL103C	0	0
chrX	231250	YJL102W	0	0
chrX	236499	YJL101C	0	0
chrX	236817	YJL100W	0	0
chrX	239326	YJL099W	0	0
chrX	241955	YJL098W	0	0
chrX	245547	YJL097W	0	0
chrX	246449	YJL096W	0	0
chrX	247149	YJL095W	0	0
chrX	254487	YJL094C	0	0
chrX	256761	YJL093C	1	0
chrX	257242	YJL092W	0	0
chrX	262552	YJL091C	0	0
chrX	265106	YJL090C	0	0
chrX	265770	YJL089W	0	0
chrX	268777	YJL088W	0	0
chrX	272610	YJL087C	0	0
chrX	272747	YJL085W	0	0
chrX	278115	YJL084C	0	0
chrX	281067	YJL082W	0	0
chrX	285297	YJL081C	0	0
chrX	289416	YJL080C	0	0
chrX	290938	YJL079C	0	0
chrX	294054	YJL078C	0	0
chrX	295208	YJL076W	0	0
chrX	302872	YJL074C	0	0
chrX	303254	YJL073W	1	1
chrX	305899	YJL072C	0	0
chrX	306047	YJL071W	0	0
chrX	310649	YJL070C	0	0
chrX	312747	YJL069C	0	0
chrX	313932	YJL068C	0	0
chrX	314910	YJL066C	0	0
chrX	315591	YJL065C	0	0
chrX	316514	YJL063C	0	0
chrX	316700	YJL062W-A	0	0
chrX	317259	YJL062W	0	0
chrX	319976	YJL061W	0	0
chrX	323360	YJL060W	0	0
chrX	324937	YJL059W	0	0
chrX	327932	YJL058C	0	0
chrX	330235	YJL057C	0	0
chrX	333170	YJL056C	0	0
chrX	333343	YJL055W	0	0
chrX	334257	YJL054W	0	0
chrX	335855	YJL053W	0	0
chrX	338197	YJL052W	0	0
chrX	339712	YJL051W	0	0
chrX	342474	YJL050W	0	0
chrX	345946	YJL049W	0	0
chrX	348880	YJL048C	0	0
chrX	349367	YJL047C-A	0	0
chrX	352228	YJL047C	0	0
chrX	352359	YJL046W	0	0
chrX	359713	YJL044C	0	0
chrX	359997	YJL043W	0	0
chrX	361181	YJL042W	0	0
chrX	365726	YJL041W	0	0
chrX	373956	YJL039C	0	0
chrX	376093	YJL038C	0	0
chrX	378706	YJL036W	0	0
chrX	381054	YJL035C	0	0
chrX	381289	YJL034W	0	0
chrX	383811	YJL033W	0	0
chrX	387499	YJL031C	0	0
chrX	387634	YJL030W	0	0
chrX	390854	YJL029C	0	0
chrX	392354	YJL026W	0	0
chrX	393889	YJL025W	0	0
chrX	396634	YJL024C	0	0
chrX	398390	YJL023C	1	0
chrX	402489	YJL020C	0	0
chrX	402797	YJL019W	0	0
chrX	405314	YJL016W	0	0
chrX	407496	YJL014W	0	0
chrX	411032	YJL013C	1	0
chrX	413430	YJL012C	0	0
chrX	414810	YJL011C	0	0
chrX	419613	YJL010C	0	0
chrX	421689	YJL008C	0	0
chrX	424147	YJL006C	0	0
chrX	425017	YJL005W	0	0
chrX	432228	YJL004C	0	0
chrX	432597	YJL003W	0	0
chrX	434707	YJL002C	0	0
chrX	435103	YJL001W	0	0
chrX	436746	YJR001W	0	0
chrX	438850	YJR002W	0	0
chrX	442548	YJR003C	1	1
chrX	445668	YJR004C	0	0
chrX	445866	YJR005W	0	0
chrX	448930	YJR005C-A	0	0
chrX	449194	YJR006W	0	0
chrX	450923	YJR007W	0	0
chrX	452317	YJR008W	0	0
chrX	454729	YJR009C	0	0
chrX	456036	YJR010W	0	0
chrX	458406	YJR010C-A	0	0
chrX	459471	YJR011C	0	0
chrX	460213	YJR012C	1	0
chrX	460342	YJR013W	0	0
chrX	461782	YJR014W	0	0
chrX	462715	YJR015W	0	0
chrX	466223	YJR016C	0	0
chrX	467055	YJR017C	0	0
chrX	469605	YJR021C	0	0
chrX	469756	YJR022W	0	0
chrX	470975	YJR024C	0	0
chrX	471706	YJR025C	0	0
chrX	486252	YJR030C	0	0
chrX	490888	YJR031C	0	0
chrX	491069	YJR032W	0	0
chrX	496479	YJR033C	0	0
chrX	496619	YJR034W	0	0
chrX	497322	YJR035W	0	0
chrX	503562	YJR036C	0	0
chrX	503944	YJR039W	1	0
chrX	507691	YJR040W	0	0
chrX	513811	YJR041C	0	0
chrX	514032	YJR042W	0	0
chrX	517554	YJR043C	0	0
chrX	519277	YJR044C	0	0
chrX	521741	YJR045C	0	0
chrX	522031	YJR046W	0	0
chrX	525431	YJR047C	0	0
chrX	526289	YJR048W	0	0
chrX	528494	YJR049C	0	0
chrX	528686	YJR050W	0	0
chrX	529848	YJR051W	0	0
chrX	532049	YJR052W	0	0
chrX	533967	YJR053W	0	0
chrX	535928	YJR054W	0	0
chrX	538762	YJR055W	0	0
chrX	542699	YJR056C	0	0
chrX	544052	YJR057W	0	0
chrX	545256	YJR058C	0	0
chrX	545698	YJR059W	0	0
chrX	548637	YJR060W	0	0
chrX	554866	YJR062C	0	0
chrX	555167	YJR063W	0	0
chrX	555878	YJR064W	0	0
chrX	559184	YJR065C	0	0
chrX	559388	YJR066W	0	0
chrX	567450	YJR067C	0	0
chrX	567595	YJR068W	0	0
chrX	569432	YJR069C	0	0
chrX	570650	YJR070C	0	0
chrX	572155	YJR072C	0	0
chrX	572959	YJR073C	0	0
chrX	573177	YJR074W	1	0
chrX	573932	YJR075W	0	0
chrX	576637	YJR076C	0	0
chrX	578216	YJR077C	0	0
chrX	578877	YJR078W	1	0
chrX	581639	YJR080C	0	0
chrX	582362	YJR082C	0	0
chrX	583556	YJR083C	0	0
chrX	583710	YJR084W	0	0
chrX	585450	YJR085C	0	0
chrX	586039	YJR086W	0	0
chrX	587423	YJR088C	0	0
chrX	587644	YJR089W	0	0
chrX	594619	YJR090C	0	0
chrX	598363	YJR091C	0	0
chrX	598684	YJR092W	0	0
chrX	604288	YJR093C	0	0
chrX	605647	YJR094C	1	0
chrX	608247	YJR094W-A	0	0
chrX	611118	YJR096W	0	0
chrX	612350	YJR097W	0	0
chrX	615253	YJR098C	0	0
chrX	615468	YJR099W	0	0
chrX	617411	YJR100C	0	0
chrX	618196	YJR101W	0	0
chrX	619833	YJR102C	0	0
chrX	620610	YJR103W	0	0
chrX	623057	YJR104C	0	0
chrX	623538	YJR105W	0	0
chrX	624700	YJR106W	0	0
chrX	628872	YJR108W	1	0
chrX	632969	YJR109C	0	0
chrX	633489	YJR110W	0	0
chrX	636830	YJR111C	0	0
chrX	637011	YJR112W	0	0
chrX	637753	YJR112W-A	0	0
chrX	639027	YJR113C	0	0
chrX	639771	YJR115W	0	0
chrX	640641	YJR116W	0	0
chrX	641977	YJR117W	0	0
chrX	644144	YJR118C	0	0
chrX	646589	YJR119C	0	0
chrX	647414	YJR121W	0	0
chrX	649709	YJR122W	0	0
chrX	651865	YJR123W	0	0
chrX	654277	YJR124C	0	0
chrX	656023	YJR125C	0	0
chrX	658676	YJR126C	1	0
chrX	663454	YJR127C	0	0
chrX	665065	YJR129C	0	0
chrX	667213	YJR130C	0	0
chrX	667628	YJR131W	0	0
chrX	669461	YJR132W	0	0
chrX	672878	YJR133W	0	0
chrX	675893	YJR134C	0	0
chrX	676822	YJR135C	0	0
chrX	676958	YJR135W-A	0	0
chrX	678724	YJR136C	0	0
chrX	683308	YJR137C	0	0
chrX	684540	YJR138W	0	0
chrX	690588	YJR139C	0	0
chrX	695749	YJR140C	0	0
chrX	695873	YJR141W	0	0
chrX	697120	YJR142W	0	0
chrX	700673	YJR143C	0	0
chrX	700853	YJR144W	0	0
chrX	703101	YJR145C	0	0
chrX	704160	YJR147W	0	0
chrX	705720	YJR148W	0	0
chrX	725577	YJR154W	0	0
chrX	744006	YJR161C	0	0
chrXI	5511	YKL221W	0	0
chrXI	5763	YKL222C	0	0
chrXI	14535	YKL219W	1	0
chrXI	18483	YKL218C	0	0
chrXI	25173	YKL216W	0	0
chrXI	30760	YKL215C	0	0
chrXI	31749	YKL214C	0	0
chrXI	34145	YKL213C	0	0
chrXI	34369	YKL212W	0	0
chrXI	38170	YKL211C	0	0
chrXI	39114	YKL210W	0	0
chrXI	46322	YKL209C	0	0
chrXI	47148	YKL208W	0	0
chrXI	48160	YKL207W	0	0
chrXI	49831	YKL206C	0	0
chrXI	49997	YKL205W	0	0
chrXI	53669	YKL204W	0	0
chrXI	63539	YKL203C	0	0
chrXI	66284	YKL201C	1	1
chrXI	73897	YKL197C	0	0
chrXI	75581	YKL196C	0	0
chrXI	75777	YKL195W	0	0
chrXI	78683	YKL194C	0	0
chrXI	79924	YKL193C	0	0
chrXI	80580	YKL192C	0	0
chrXI	81008	YKL191W	0	0
chrXI	82909	YKL190W	0	0
chrXI	84605	YKL189W	0	0
chrXI	88573	YKL188C	1	0
chrXI	91188	YKL187C	1	0
chrXI	93348	YKL186C	1	1
chrXI	94151	YKL185W	0	0
chrXI	96605	YKL184W	0	0
chrXI	98578	YKL183W	0	0
chrXI	100347	YKL182W	0	0
chrXI	107140	YKL181W	0	0
chrXI	109248	YKL180W	0	0
chrXI	112518	YKL179C	0	0
chrXI	114066	YKL178C	1	0
chrXI	118328	YKL176C	0	0
chrXI	118774	YKL175W	0	0
chrXI	122322	YKL174C	0	0
chrXI	122439	YKL173W	0	0
chrXI	125736	YKL172W	0	0
chrXI	127398	YKL171W	0	0
chrXI	130561	YKL170W	0	0
chrXI	133490	YKL168C	0	0
chrXI	134128	YKL167C	1	1
chrXI	135859	YKL166C	0	0
chrXI	140720	YKL165C	0	0
chrXI	142897	YKL164C	0	0
chrXI	148922	YKL162C	0	0
chrXI	150965	YKL161C	0	0
chrXI	153261	YKL160W	0	0
chrXI	154461	YKL159C	0	0
chrXI	154959	YKL157W	0	0
chrXI	158605	YKL156W	0	0
chrXI	161345	YKL155C	0	0
chrXI	161521	YKL154W	0	0
chrXI	164408	YKL152C	0	0
chrXI	165996	YKL151C	0	0
chrXI	166476	YKL150W	1	0
chrXI	168869	YKL149C	0	0
chrXI	171281	YKL148C	0	0
chrXI	171762	YKL146W	0	0
chrXI	174190	YKL145W	0	0
chrXI	176545	YKL144C	0	0
chrXI	176727	YKL143W	0	0
chrXI	178466	YKL142W	0	0
chrXI	179626	YKL141W	0	0
chrXI	180529	YKL140W	0	0
chrXI	182775	YKL139W	0	0
chrXI	185034	YKL138C-A	0	0
chrXI	185791	YKL138C	0	0
chrXI	185904	YKL137W	0	0
chrXI	188763	YKL135C	0	0
chrXI	191494	YKL134C	0	0
chrXI	193098	YKL133C	0	0
chrXI	194989	YKL132C	0	0
chrXI	196078	YKL130C	0	0
chrXI	200237	YKL129C	0	0
chrXI	201802	YKL128C	0	0
chrXI	203487	YKL127W	0	0
chrXI	205509	YKL126W	0	0
chrXI	208124	YKL125W	0	0
chrXI	210492	YKL124W	0	0
chrXI	213023	YKL122C	0	0
chrXI	213927	YKL121W	0	0
chrXI	217254	YKL120W	0	0
chrXI	219260	YKL119C	0	0
chrXI	220293	YKL117W	0	0
chrXI	223082	YKL116C	0	0
chrXI	224489	YKL114C	0	0
chrXI	225901	YKL113C	0	0
chrXI	226403	YKL112W	0	0
chrXI	229933	YKL110C	0	0
chrXI	231956	YKL109W	0	0
chrXI	234411	YKL108W	0	0
chrXI	237262	YKL106C-A	1	0
chrXI	237419	YKL106W	0	0
chrXI	242782	YKL105C	0	0
chrXI	245575	YKL104C	0	0
chrXI	247761	YKL103C	0	0
chrXI	248665	YKL101W	0	0
chrXI	255467	YKL100C	0	0
chrXI	256541	YKL099C	0	0
chrXI	256744	YKL098W	0	0
chrXI	259221	YKL096W-A	0	0
chrXI	261090	YKL096W	0	0
chrXI	262095	YKL095W	0	0
chrXI	263331	YKL094W	0	0
chrXI	269535	YKL092C	0	0
chrXI	270681	YKL091C	0	0
chrXI	271842	YKL090W	0	0
chrXI	273369	YKL089W	0	0
chrXI	275254	YKL088W	0	0
chrXI	277962	YKL087C	0	0
chrXI	278255	YKL086W	0	0
chrXI	279032	YKL085W	0	0
chrXI	280467	YKL084W	0	0
chrXI	282394	YKL082C	0	0
chrXI	282866	YKL081W	0	0
chrXI	284925	YKL080W	0	0
chrXI	286547	YKL079W	0	0
chrXI	288812	YKL078W	0	0
chrXI	291401	YKL077W	0	0
chrXI	294393	YKL075C	0	0
chrXI	296187	YKL074C	1	1
chrXI	296380	YKL073W	0	0
chrXI	299381	YKL072W	0	0
chrXI	307277	YKL069W	0	0
chrXI	309161	YKL068W-A	0	0
chrXI	310079	YKL068W	0	0
chrXI	314742	YKL067W	0	0
chrXI	315989	YKL065W-A	1	0
chrXI	317093	YKL065C	0	0
chrXI	317564	YKL064W	0	0
chrXI	321675	YKL063C	0	0
chrXI	323123	YKL062W	0	0
chrXI	325751	YKL061W	0	0
chrXI	327511	YKL060C	0	0
chrXI	329513	YKL059C	0	0
chrXI	330158	YKL058W	0	0
chrXI	334034	YKL057C	0	0
chrXI	334958	YKL056C	0	0
chrXI	336185	YKL055C	0	0
chrXI	338850	YKL054C	0	0
chrXI	339515	YKL053C-A	0	0
chrXI	340569	YKL052C	0	0
chrXI	341149	YKL051W	0	0
chrXI	346803	YKL049C	0	0
chrXI	349221	YKL048C	0	0
chrXI	349432	YKL047W	0	0
chrXI	352842	YKL046C	0	0
chrXI	353426	YKL045W	0	0
chrXI	356475	YKL043W	0	0
chrXI	358386	YKL042W	0	0
chrXI	360025	YKL041W	0	0
chrXI	361904	YKL040C	0	0
chrXI	362454	YKL039W	0	0
chrXI	365375	YKL038W	0	0
chrXI	369820	YKL035W	0	0
chrXI	371738	YKL034W	0	0
chrXI	374429	YKL033W-A	0	0
chrXI	375450	YKL033W	0	0
chrXI	382040	YKL032C	0	0
chrXI	384762	YKL029C	0	0
chrXI	385728	YKL028W	0	0
chrXI	387505	YKL027W	0	0
chrXI	390006	YKL026C	0	0
chrXI	392313	YKL025C	0	0
chrXI	393365	YKL023C-A	1	1
chrXI	393365	YKL024C	0	0
chrXI	393689	YKL023W	0	0
chrXI	397165	YKL022C	1	0
chrXI	398618	YKL021C	1	0
chrXI	402133	YKL020C	0	0
chrXI	402556	YKL019W	0	0
chrXI	403920	YKL018C-A	0	0
chrXI	404072	YKL018W	0	0
chrXI	407249	YKL017C	0	0
chrXI	408060	YKL016C	0	0
chrXI	408446	YKL015W	0	0
chrXI	416943	YKL014C	0	0
chrXI	418038	YKL013C	0	0
chrXI	418247	YKL012W	0	0
chrXI	421219	YKL011C	0	0
chrXI	425979	YKL010C	0	0
chrXI	426206	YKL009W	0	0
chrXI	428675	YKL008C	0	0
chrXI	429273	YKL007W	0	0
chrXI	430674	YKL006C-A	0	0
chrXI	431887	YKL006W	0	0
chrXI	434993	YKL005C	0	0
chrXI	435223	YKL004W	0	0
chrXI	437485	YKL003C	1	1
chrXI	437701	YKL002W	0	0
chrXI	439429	YKL001C	0	0
chrXI	442764	YKR001C	0	0
chrXI	443027	YKR002W	0	0
chrXI	445321	YKR003W	0	0
chrXI	448083	YKR004C	0	0
chrXI	451221	YKR006C	0	0
chrXI	451414	YKR007W	0	0
chrXI	452169	YKR008W	0	0
chrXI	461353	YKR010C	0	0
chrXI	462804	YKR011C	0	0
chrXI	463919	YKR013W	0	0
chrXI	466180	YKR014C	0	0
chrXI	469669	YKR016W	0	0
chrXI	473456	YKR017C	0	0
chrXI	475928	YKR018C	0	0
chrXI	478145	YKR019C	0	0
chrXI	478321	YKR020W	0	0
chrXI	479165	YKR021W	0	0
chrXI	483195	YKR022C	0	0
chrXI	483371	YKR023W	0	0
chrXI	487399	YKR024C	0	0
chrXI	487739	YKR025W	0	0
chrXI	489736	YKR026C	0	0
chrXI	491303	YKR027W	0	0
chrXI	493995	YKR028W	0	0
chrXI	499872	YKR029C	0	0
chrXI	500230	YKR030W	0	0
chrXI	506490	YKR031C	0	0
chrXI	507922	YKR035W-A	0	0
chrXI	510663	YKR036C	0	0
chrXI	511806	YKR037C	0	0
chrXI	513177	YKR038C	0	0
chrXI	514991	YKR039W	0	0
chrXI	518192	YKR041W	0	0
chrXI	519319	YKR042W	0	0
chrXI	521744	YKR043C	0	0
chrXI	521955	YKR044W	0	0
chrXI	523997	YKR045C	0	0
chrXI	525083	YKR046C	0	0
chrXI	526659	YKR048C	0	0
chrXI	527249	YKR049C	0	0
chrXI	527794	YKR050W	0	0
chrXI	530819	YKR051W	0	0
chrXI	533535	YKR052C	0	0
chrXI	547990	YKR054C	0	0
chrXI	548174	YKR055W	0	0
chrXI	549563	YKR056W	1	0
chrXI	551627	YKR057W	0	0
chrXI	554956	YKR059W	0	0
chrXI	556487	YKR060W	0	0
chrXI	557595	YKR061W	0	0
chrXI	559575	YKR062W	0	0
chrXI	562308	YKR063C	0	0
chrXI	562503	YKR064W	0	0
chrXI	565921	YKR065C	0	0
chrXI	567202	YKR066C	0	0
chrXI	567830	YKR067W	0	0
chrXI	570942	YKR068C	0	0
chrXI	571450	YKR069W	0	0
chrXI	573567	YKR070W	0	0
chrXI	576023	YKR071C	0	0
chrXI	578270	YKR072C	0	0
chrXI	579217	YKR074W	1	0
chrXI	580793	YKR075C	0	0
chrXI	581988	YKR076W	0	0
chrXI	583625	YKR077W	0	0
chrXI	584961	YKR078W	1	1
chrXI	589517	YKR079C	0	0
chrXI	590332	YKR080W	0	0
chrXI	592561	YKR081C	0	0
chrXI	592777	YKR082W	0	0
chrXI	596890	YKR083C	0	0
chrXI	598925	YKR084C	0	0
chrXI	599690	YKR085C	0	0
chrXI	599832	YKR086W	0	0
chrXI	604237	YKR087C	0	0
chrXI	605431	YKR088C	0	0
chrXI	608442	YKR089C	0	0
chrXI	608773	YKR090W	0	0
chrXI	611491	YKR091W	0	0
chrXI	613914	YKR092C	0	0
chrXI	615636	YKR093W	0	0
chrXI	618799	YKR094C	0	0
chrXI	619631	YKR095W	0	0
chrXI	625854	YKR095W-A	0	0
chrXI	626573	YKR096W	0	0
chrXI	635283	YKR098C	0	0
chrXI	635568	YKR099W	0	0
chrXI	640319	YKR100C	0	0
chrXI	640530	YKR101W	0	0
chrXII	5225	YLL067C	0	0
chrXII	10752	YLL066C	0	0
chrXII	16041	YLL063C	1	0
chrXII	17692	YLL062C	0	0
chrXII	17949	YLL061W	0	0
chrXII	23476	YLL058W	0	0
chrXII	27008	YLL057C	0	0
chrXII	28047	YLL056C	1	0
chrXII	29625	YLL055W	0	0
chrXII	35255	YLL054C	0	0
chrXII	36383	YLL052C	0	0
chrXII	39541	YLL051C	0	0
chrXII	40443	YLL050C	0	0
chrXII	40641	YLL049W	0	0
chrXII	46433	YLL048C	0	0
chrXII	48652	YLL045C	0	0
chrXII	49865	YLL043W	0	0
chrXII	52639	YLL042C	0	0
chrXII	54008	YLL041C	0	0
chrXII	63756	YLL040C	0	0
chrXII	65304	YLL039C	0	0
chrXII	66568	YLL038C	0	0
chrXII	68268	YLL036C	0	0
chrXII	68419	YLL035W	0	0
chrXII	73184	YLL034C	0	0
chrXII	73395	YLL033W	0	0
chrXII	76852	YLL032C	0	0
chrXII	80269	YLL031C	0	0
chrXII	81358	YLL029W	0	0
chrXII	84646	YLL028W	0	0
chrXII	87256	YLL027W	0	0
chrXII	88573	YLL026W	0	0
chrXII	94212	YLL025W	0	0
chrXII	97515	YLL024C	0	0
chrXII	98889	YLL023C	0	0
chrXII	100193	YLL022C	1	0
chrXII	100803	YLL021W	0	0
