ORF,Chr,ORF Start,ORF End,Strand,TSS,TTS,+1 nucleosome,-1 nucleosome,NDR Center,NDR Width
YOL004W,chrXV,316938,321548,1,316743,321587,316763,316459,316611,157
YOL003C,chrXV,322994,321858,-1,323009,321733,322958,323226,323092,121
YOL002C,chrXV,324364,323411,-1,324371,323356,324389,324582,324486,46
YOL001W,chrXV,325249,326130,1,324805,326268,324873,324582,324728,144
YOR001W,chrXV,326832,329033,1,326820,329104,326847,326395,326621,305
YOR002W,chrXV,329417,331051,1,329361,331141,329397,329102,329250,148
YOR003W,chrXV,331455,332891,1,331455,333073,331417,331132,331275,138
YOR004W,chrXV,333592,334356,1,333561,334497,333592,333324,333458,121
YOR005C,chrXV,337343,334509,-1,337343,334393,337317,337566,337442,102
YOR006C,chrXV,338621,337680,-1,338661,337608,338632,338915,338774,136
YOR007C,chrXV,339978,338938,-1,339983,338788,339969,340169,340069,53
YOR008C,chrXV,342414,341278,-1,342635,341031,342599,342922,342761,176
YOR009W,chrXV,344335,345798,1,344111,345931,344149,343864,344007,138
YOR010C,chrXV,346950,346195,-1,347099,346111,347309,347694,347502,238
YOR011W,chrXV,349679,353863,1,349538,353932,349894,349608,349751,139
YOR014W,chrXV,357674,359947,1,357423,360250,357459,357166,357313,146
YOR016C,chrXV,361084,360461,-1,361222,360304,361135,361428,361282,146
YOR017W,chrXV,361412,363814,1,361379,363956,361428,361135,361282,146
YOR018W,chrXV,364369,366882,1,364322,367022,364372,364097,364235,128
YOR019W,chrXV,368127,370319,1,368000,370319,368002,367725,367864,130
YOR020C,chrXV,370844,370524,-1,370882,370423,370850,371146,370998,149
YOR023C,chrXV,377712,376012,-1,377789,375959,377768,378201,377985,286
YOR025W,chrXV,378219,379562,1,378206,379712,378201,377810,378006,244
YOR026W,chrXV,379781,380806,1,379767,380988,379849,379558,379704,144
YOR027W,chrXV,381053,382822,1,381003,382911,381034,380701,380868,186
YOR028C,chrXV,384420,383533,-1,384420,383208,384661,385193,384927,385
YOR030W,chrXV,386825,388684,1,386729,388684,386768,386538,386653,83
YOR031W,chrXV,389213,389422,1,389213,389528,389248,389044,389146,57
YOR032C,chrXV,391075,389771,-1,391075,389771,391275,392048,391662,626
YOR033C,chrXV,394524,392416,-1,394578,392319,394628,394909,394769,134
YOR034C,chrXV,397086,394837,-1,397299,394729,397295,397631,397463,189
YOR035C,chrXV,400104,397735,-1,400124,397659,400074,400382,400228,161
YOR036W,chrXV,400348,401214,1,400336,401283,400382,400074,400228,161
YOR037W,chrXV,401555,402655,1,401495,402736,401563,401327,401445,89
YOR038C,chrXV,405388,402761,-1,405439,402662,405381,405667,405524,139
YOR039W,chrXV,405768,406544,1,405627,406797,405667,405381,405524,139
YOR040W,chrXV,407064,407921,1,407035,408272,407087,406810,406949,130
YOR042W,chrXV,408425,409660,1,408414,409734,408407,408085,408246,175
YOR043W,chrXV,410870,412330,1,410478,412486,410510,410225,410368,138
YOR044W,chrXV,413007,413480,1,412708,413700,412775,412478,412627,150
YOR045W,chrXV,413852,414037,1,413795,414197,413876,413583,413730,146
YOR046C,chrXV,415907,414459,-1,415939,414391,415898,416167,416033,122
YOR047C,chrXV,417681,416347,-1,417835,416180,417787,418200,417994,266
YOR048C,chrXV,421650,418630,-1,421682,418539,421648,421945,421797,150
YOR049C,chrXV,423732,422668,-1,423952,422428,424269,424649,424459,233
YOR051C,chrXV,426084,424846,-1,426155,424730,426083,426545,426314,315
YOR052C,chrXV,427224,426772,-1,427349,426505,427337,427648,427493,164
YOR054C,chrXV,429857,427833,-1,429998,427755,429982,430298,430140,169
YOR056C,chrXV,431626,430247,-1,431703,430188,431687,431927,431807,93
YOR057W,chrXV,432186,433373,1,432119,433450,432170,431927,432049,96
YOR058C,chrXV,436345,433688,-1,436473,433427,436467,436740,436604,126
YOR061W,chrXV,441534,442553,1,441410,442775,441430,441144,441287,139
YOR063W,chrXV,444686,445849,1,444664,445967,444683,444291,444487,245
YOR064C,chrXV,446738,446079,-1,446731,445992,446738,447145,446942,260
YOR065W,chrXV,447439,448368,1,447192,448670,447145,446738,446942,260
YOR066W,chrXV,449436,451325,1,449225,451533,449216,448886,449051,183
YOR067C,chrXV,453462,451729,-1,453503,451651,453472,453733,453603,114
YOR069W,chrXV,453768,455795,1,453683,455910,453733,453472,453603,114
YOR070C,chrXV,457820,455907,-1,457994,455841,457961,458231,458096,123
YOR073W,chrXV,464771,466543,1,464749,466676,464758,464319,464539,292
YOR074C,chrXV,467589,466675,-1,467653,466591,467609,467849,467729,93
YOR075W,chrXV,468212,469252,1,468195,469305,468234,467979,468107,108
YOR076C,chrXV,471620,469377,-1,471657,469300,471617,471912,471765,148
YOR077W,chrXV,471899,472597,1,471861,472779,471912,471617,471765,148
YOR078W,chrXV,472725,473369,1,472712,473408,472732,472321,472527,264
YOR079C,chrXV,474416,473475,-1,474429,473406,474403,474628,474516,78
YOR080W,chrXV,474594,476792,1,474590,476958,474628,474403,474516,78
YOR081C,chrXV,479188,476939,-1,479214,476853,479166,479525,479346,212
YOR083W,chrXV,479533,480420,1,479458,480420,479525,479166,479346,212
YOR084W,chrXV,480587,481750,1,480587,481804,480581,480347,480464,87
YOR085W,chrXV,482033,483085,1,481973,483188,482022,481713,481868,162
YOR086C,chrXV,486779,483219,-1,486980,483132,486922,487208,487065,139
YOR087W,chrXV,487707,489734,1,487626,489851,487651,487208,487430,296
YOR089C,chrXV,490828,490196,-1,490905,490002,490841,491152,490997,164
YOR090C,chrXV,492841,491123,-1,492918,490835,492886,493144,493015,111
YOR091W,chrXV,493433,494470,1,493371,494534,493388,493144,493266,97
YOR092W,chrXV,495127,496968,1,495046,497170,495118,494818,494968,153
YOR094W,chrXV,502795,503346,1,502699,503495,502752,502476,502614,129
YOR095C,chrXV,504328,503552,-1,504398,503436,504464,504766,504615,155
YOR096W,chrXV,505794,506767,1,505766,506857,505771,505113,505442,511
YOR098C,chrXV,511178,507948,-1,511262,507826,511198,511698,511448,353
YOR099W,chrXV,511825,513006,1,511761,513099,511695,511198,511447,350
YOR100C,chrXV,514278,513295,-1,514420,513295,514419,514648,514534,82
YOR101W,chrXV,515244,516173,1,515170,516380,515165,514648,514907,370
YOR103C,chrXV,516841,516449,-1,516920,516360,516848,517096,516972,101
YOR104W,chrXV,517642,518490,1,517464,518574,517679,517480,517580,52
YOR106W,chrXV,519121,519972,1,519027,520081,519104,518829,518967,128
YOR107W,chrXV,521353,522282,1,521075,522627,521043,520403,520723,493
YOR108W,chrXV,523027,524841,1,522997,524928,522933,522612,522773,174
YOR109W,chrXV,525278,528601,1,525149,528822,525177,524915,525046,115
YOR110W,chrXV,528941,530248,1,528858,530309,528903,528639,528771,117
YOR112W,chrXV,531508,533793,1,531438,533856,531478,531208,531343,123
YOR113W,chrXV,534075,536819,1,533976,536819,534019,533750,533885,122
YOR115C,chrXV,539465,538659,-1,539516,538571,539442,539723,539583,134
YOR116C,chrXV,544145,539763,-1,544359,539665,544342,544606,544474,117
YOR117W,chrXV,545029,546333,1,544936,546468,545011,544749,544880,115
YOR118W,chrXV,546857,548560,1,546653,548734,546700,546410,546555,143
YOR119C,chrXV,550246,548792,-1,550300,548626,550243,550500,550372,110
YOR120W,chrXV,551114,552052,1,550786,552189,550500,550243,550372,110
YOR122C,chrXV,552887,552298,-1,552938,552112,552866,553183,553025,170
YOR123C,chrXV,554570,553176,-1,554656,553116,554576,554845,554711,122
YOR124C,chrXV,558642,554824,-1,558749,554745,558714,558966,558840,105
YOR125C,chrXV,559731,559030,-1,559780,558892,559761,560003,559882,95
YOR126C,chrXV,560677,559961,-1,560708,559894,560666,560939,560803,126
YOR127W,chrXV,561170,564193,1,560903,564368,560939,560666,560803,126
YOR128C,chrXV,566191,564476,-1,566217,564415,566207,566479,566343,125
YOR129C,chrXV,569558,566877,-1,569606,566697,569581,569853,569717,125
YOR130C,chrXV,570807,569929,-1,570916,569861,570844,571117,570981,126
YOR132W,chrXV,573175,574830,1,573095,574880,573135,572854,572995,134
YOR133W,chrXV,575098,577626,1,575052,577811,575066,574785,574926,134
YOR134W,chrXV,578564,579793,1,578237,580164,578210,577973,578092,90
YOR136W,chrXV,580250,581359,1,580140,581513,580074,579714,579894,213
YOR137C,chrXV,583681,581813,-1,584093,581685,583995,584336,584166,194
YOR138C,chrXV,586324,584309,-1,586389,584237,586340,586698,586519,211
YOR140W,chrXV,586981,589281,1,586649,589539,586698,586340,586519,211
YOR141C,chrXV,592587,589942,-1,592616,589907,592575,592884,592730,162
YOR142W,chrXV,593057,594046,1,592864,594238,592884,592575,592730,162
YOR143C,chrXV,602342,601383,-1,602425,601360,602379,602661,602520,135
YOR144C,chrXV,605092,602717,-1,605149,602567,605101,605375,605238,127
YOR145C,chrXV,606171,605347,-1,606192,605258,606165,606617,606391,305
YOR147W,chrXV,606607,608475,1,606570,608648,606617,606165,606391,305
YOR148C,chrXV,609197,608640,-1,609219,608563,609173,609450,609312,130
YOR149C,chrXV,611388,609838,-1,611427,609503,611384,611583,611484,52
YOR150W,chrXV,611999,612490,1,611972,612589,612009,611755,611882,107
YOR151C,chrXV,616671,612997,-1,616945,612962,616900,617214,617057,167
YOR153W,chrXV,619840,624375,1,619672,624488,619654,619150,619402,357
YOR155C,chrXV,627980,626628,-1,628012,626572,627949,628214,628082,118
YOR156C,chrXV,630540,628360,-1,630641,628107,630646,630854,630750,61
YOR157C,chrXV,631751,630966,-1,631788,630914,631766,632170,631968,257
YOR158W,chrXV,632164,633120,1,632143,633270,632170,631766,631968,257
YOR159C,chrXV,633566,633282,-1,633610,633094,633574,633833,633704,112
YOR160W,chrXV,633839,636757,1,633797,636841,633833,633574,633704,112
YOR161C,chrXV,638558,636939,-1,638705,636842,638695,639196,638946,354
YOR162C,chrXV,641992,639560,-1,642171,639412,642120,642395,642258,128
YOR163W,chrXV,642741,643307,1,642704,643380,642746,642527,642637,72
YOR164C,chrXV,644332,643394,-1,644352,643238,644314,644573,644444,112
YOR165W,chrXV,644566,646896,1,644524,647063,644573,644314,644444,112
YOR166C,chrXV,648502,647126,-1,648540,646953,648494,648849,648672,208
YOR167C,chrXV,649007,648804,-1,649019,648673,648998,649325,649162,180
YOR168W,chrXV,649303,651732,1,649275,651810,649325,648998,649162,180
YOR171C,chrXV,653884,652010,-1,653977,651794,653932,654220,654076,141
YOR172W,chrXV,654210,656570,1,654166,656744,654220,653932,654076,141
YOR173W,chrXV,657264,658325,1,657264,658442,656858,656607,656733,104
YOR174W,chrXV,658747,659601,1,658628,659726,658676,658441,658559,88
YOR175C,chrXV,661674,659815,-1,661769,659653,661706,661953,661830,100
YOR176W,chrXV,662401,663582,1,662290,663714,662358,662107,662233,104
YOR177C,chrXV,667179,665785,-1,667232,665628,667241,667463,667352,75
YOR178C,chrXV,670241,667860,-1,670650,667521,670580,670851,670716,124
YOR179C,chrXV,672411,671845,-1,672435,671575,672377,672669,672523,145
YOR180C,chrXV,675167,674352,-1,675167,674094,675188,675470,675329,135
YOR181W,chrXV,675939,677840,1,675874,677970,675911,675630,675771,134
YOR182C,chrXV,678793,678191,-1,678849,678107,678774,679290,679032,369
YOR184W,chrXV,679357,680544,1,679307,680660,679290,678774,679032,369
YOR185C,chrXV,682106,681444,-1,682164,681378,682111,682508,682310,250
YOR187W,chrXV,684030,685343,1,683946,685463,683953,683614,683784,192
YOR188W,chrXV,685767,689180,1,685670,689310,685737,685484,685611,106
YOR189W,chrXV,689624,689974,1,689597,690197,689638,689335,689487,156
YOR190W,chrXV,690695,692032,1,690695,692032,690543,690295,690419,101
YOR191W,chrXV,692475,697334,1,692389,697496,692436,692174,692305,115
YOR193W,chrXV,710446,711576,1,710390,711690,710435,710045,710240,243
YOR194C,chrXV,712543,711683,-1,712587,711614,712538,712847,712693,162
YOR195W,chrXV,712866,715331,1,712809,715577,712847,712538,712693,162
YOR196C,chrXV,716837,715593,-1,716885,715432,716824,717108,716966,137
YOR197W,chrXV,717086,718384,1,717070,718455,717108,716824,716966,137
YOR198C,chrXV,720065,718653,-1,720254,718432,720238,720519,720379,134
YOR201C,chrXV,721708,720470,-1,721726,720344,721666,721959,721813,146
YOR202W,chrXV,721946,722608,1,721923,722774,721959,721666,721813,146
YOR204W,chrXV,722911,724725,1,722892,725039,722946,722608,722777,191
YOR205C,chrXV,727234,725564,-1,727242,725423,727211,727511,727361,153
YOR206W,chrXV,727512,729644,1,727483,729724,727511,727211,727361,153
YOR207C,chrXV,733457,730008,-1,733480,729889,733465,733753,733609,141
YOR208W,chrXV,733925,736177,1,733740,736311,733753,733465,733609,141
YOR209C,chrXV,737726,736437,-1,737877,736276,737812,738053,737933,94
YOR210W,chrXV,738320,738532,1,738263,738823,738332,738053,738193,132
YOR211C,chrXV,741569,738924,-1,741760,738845,741713,742003,741858,143
YOR212W,chrXV,742910,744181,1,742790,744363,742768,742170,742469,451
YOR213C,chrXV,745281,744535,-1,745373,744202,745342,745604,745473,115
YOR215C,chrXV,747282,746725,-1,747290,746583,747262,747535,747399,126
YOR216C,chrXV,748979,747525,-1,749031,747354,748998,749263,749131,118
YOR217W,chrXV,749301,751886,1,749184,752114,749263,748998,749131,118
YOR219C,chrXV,755009,752214,-1,755065,751907,755065,755392,755229,180
YOR221C,chrXV,757558,756476,-1,757610,756307,757585,757857,757721,125
YOR222W,chrXV,758330,759253,1,757830,759287,758251,758006,758129,98
YOR224C,chrXV,761265,760825,-1,761301,760718,761233,761568,761401,188
YOR226C,chrXV,762084,761614,-1,762105,761457,762078,762356,762217,131
YOR227W,chrXV,762825,766565,1,762593,766726,762618,762356,762487,115
YOR228C,chrXV,767777,766869,-1,768049,766741,767974,768371,768173,250
YOR229W,chrXV,768409,769812,1,768362,770017,768371,767974,768173,250
YOR230W,chrXV,770800,772113,1,770749,772276,770822,770455,770639,220
YOR231W,chrXV,772601,774127,1,772450,774318,772510,772208,772359,155
YOR232W,chrXV,774573,775259,1,774469,775414,774501,774250,774376,104
YOR233W,chrXV,775846,778248,1,775639,778315,775701,775422,775562,132
YOR234C,chrXV,779405,778555,-1,779437,778477,779382,780150,779766,621
YOR236W,chrXV,780906,781541,1,780892,781611,780904,780632,780768,125
YOR237W,chrXV,781994,783298,1,781819,783351,781816,781502,781659,167
YOR239W,chrXV,784857,786744,1,784799,786951,784880,784593,784737,140
YOR241W,chrXV,786995,788641,1,787174,788785,787183,786883,787033,153
YOR242C,chrXV,789857,788742,-1,789857,788635,789806,790007,789907,54
YOR243C,chrXV,792241,790211,-1,792255,790055,792238,792518,792378,133
YOR244W,chrXV,792531,793868,1,792502,794043,792518,792238,792378,133
YOR245C,chrXV,795332,794076,-1,795528,793961,795320,795539,795430,72
YOR247W,chrXV,797676,798308,1,797443,798444,797337,796858,797098,332
YOR249C,chrXV,800731,798674,-1,800747,798620,800677,800942,800810,118
YOR250C,chrXV,802307,800970,-1,802342,800932,802290,802525,802408,88
YOR251C,chrXV,803464,802550,-1,803489,802455,803434,803676,803555,95
YOR252W,chrXV,803667,804203,1,803635,804304,803676,803434,803555,95
YOR253W,chrXV,804377,804907,1,804358,805019,804425,804176,804301,102
YOR254C,chrXV,807023,805032,-1,807071,804906,807020,807291,807156,124
YOR255W,chrXV,807271,808107,1,807121,808107,807291,807020,807156,124
YOR256C,chrXV,810683,808254,-1,810832,808185,810784,811023,810904,92
YOR257W,chrXV,811008,811493,1,810974,811561,811023,810784,810904,92
YOR258W,chrXV,811671,812324,1,811663,812413,811717,811534,811626,36
YOR259C,chrXV,813708,812395,-1,813729,812319,813685,813990,813838,158
YOR260W,chrXV,813984,815720,1,813933,815841,813990,813685,813838,158
YOR261C,chrXV,816931,815915,-1,817024,815838,816991,817256,817124,118
YOR262W,chrXV,817292,818335,1,817229,818436,817256,816991,817124,118
YOR264W,chrXV,818866,820158,1,818643,820360,818710,818440,818575,123
YOR265W,chrXV,820454,820774,1,820420,820988,820458,820191,820325,120
YOR266W,chrXV,821023,822294,1,821023,822353,821016,820745,820881,124
YOR267C,chrXV,824867,822588,-1,825024,822391,824980,825235,825108,108
YOR269W,chrXV,826385,827869,1,826309,828027,826349,826097,826223,105
YOR270C,chrXV,830574,828052,-1,830745,827925,830696,831049,830873,206
YOR272W,chrXV,832813,834195,1,832739,834274,832792,832438,832615,207
YOR273C,chrXV,836431,834452,-1,836499,834234,836586,837051,836819,318
YOR274W,chrXV,837674,838960,1,837604,839025,837681,837417,837549,117
YOR275C,chrXV,841069,839084,-1,841101,838952,841046,841353,841200,160
YOR276W,chrXV,841333,841818,1,841273,841910,841353,841046,841200,160
YOR278W,chrXV,842817,843644,1,842788,843754,842865,842632,842749,86
YOR279C,chrXV,844630,843698,-1,844741,843628,844719,844951,844835,85
YOR280C,chrXV,845792,844992,-1,845813,844890,845798,846007,845903,62
YOR281C,chrXV,847129,846269,-1,847157,846166,847109,847396,847253,140
YOR284W,chrXV,848478,849209,1,848431,849490,848483,848218,848351,118
YOR285W,chrXV,849635,850054,1,849629,850122,849658,849374,849516,137
YOR286W,chrXV,850280,850729,1,850257,850975,850316,850036,850176,133
YOR287C,chrXV,851839,850937,-1,851861,850869,851825,852099,851962,127
YOR288C,chrXV,853077,852121,-1,853114,852037,853096,853371,853234,128
YOR290C,chrXV,860258,855147,-1,860408,855079,860334,860665,860500,184
YOR291W,chrXV,861175,865593,1,860990,865658,861092,860817,860955,128
YOR293W,chrXV,867098,867852,1,867071,867993,867088,866563,866826,378
YOR294W,chrXV,868340,868951,1,868298,869100,868344,868061,868203,136
YOR295W,chrXV,869208,869894,1,869131,870125,869191,868993,869092,51
YOR297C,chrXV,875321,874743,-1,875347,874614,875298,875581,875440,136
YOR298W,chrXV,875599,877038,1,875599,877038,875581,875298,875440,136
YOR298C-A,chrXV,877685,877230,-1,877755,876996,877730,878104,877917,227
YOR299W,chrXV,878435,880675,1,878360,880734,878375,878104,878240,124
YOR301W,chrXV,880965,882272,1,880947,882582,880995,880671,880833,177
YOR302W,chrXV,882765,882842,1,882669,882853,882750,882534,882642,69
YOR303W,chrXV,882899,884134,1,882669,884209,882750,882534,882642,69
YOR304W,chrXV,884514,887876,1,884348,888003,884412,884121,884267,144
YOR305W,chrXV,889022,889750,1,888992,889828,889002,888718,888860,137
YOR306C,chrXV,891432,889867,-1,891616,889763,891627,892053,891840,279
YOR307C,chrXV,894092,892731,-1,894289,892626,894207,894505,894356,151
YOR308C,chrXV,896387,894624,-1,896411,894331,896376,896640,896508,117
YOR310C,chrXV,898360,896825,-1,898393,896568,898355,898643,898499,141
YOR311C,chrXV,899928,899056,-1,899975,898847,899924,900273,900099,202
YOR312C,chrXV,901194,900250,-1,901264,900168,901190,901682,901436,345
YOR313C,chrXV,902874,901858,-1,902874,901858,902953,903213,903083,113
YOR315W,chrXV,904760,905800,1,904673,906136,904514,903921,904218,446
YOR316C,chrXV,907555,906236,-1,907696,906112,907660,907981,907821,174
YOR317W,chrXV,909343,911445,1,909292,911694,909278,908796,909037,335
YOR319W,chrXV,912822,913463,1,912818,913595,912851,912472,912662,232
YOR320C,chrXV,915094,913619,-1,915196,913523,915157,915479,915318,175
YOR321W,chrXV,916030,918291,1,915986,918323,916028,915762,915895,119
YOR322C,chrXV,921062,918606,-1,921300,918453,921264,921525,921395,114
YOR323C,chrXV,922905,921535,-1,922924,921465,922865,923103,922984,91
YOR324C,chrXV,925040,923232,-1,925187,923097,925146,925597,925372,304
YOR326W,chrXV,925721,930445,1,925547,930672,925597,925146,925372,304
YOR327C,chrXV,931081,930734,-1,931164,930612,931143,931569,931356,279
YOR328W,chrXV,931803,936497,1,933650,936724,933662,933440,933551,75
YOR329C,chrXV,939349,936731,-1,939392,936488,939386,939650,939518,117
YOR330C,chrXV,943385,939621,-1,943428,939500,943371,943678,943525,160
YOR332W,chrXV,943656,944357,1,943625,944418,943678,943371,943525,160
YOR334W,chrXV,944596,946008,1,944596,946103,944614,944356,944485,111
YOR335C,chrXV,949109,946233,-1,949226,946100,949175,949528,949352,206
YOR336W,chrXV,949773,953870,1,949748,954001,949768,949528,949648,93
YOR337W,chrXV,954344,956623,1,954212,956895,954299,954016,954158,136
YOR339C,chrXV,958832,958362,-1,958868,958115,958871,959076,958974,58
YOR340C,chrXV,960182,959202,-1,960262,959121,960204,960485,960345,134
YOR341W,chrXV,960987,965981,1,960862,966262,960889,960638,960764,104
YOR344C,chrXV,978069,977194,-1,978201,977011,978232,979190,978711,811
YOR346W,chrXV,981828,984785,1,981677,984953,981705,981409,981557,149
YOR347C,chrXV,986462,984942,-1,986567,984882,986475,986779,986627,157
YOR349W,chrXV,989789,992833,1,989762,992992,989811,989381,989596,283
YOR350C,chrXV,994855,992864,-1,994891,992807,994828,995103,994966,128
YOR351C,chrXV,996511,995018,-1,996511,994730,996900,997160,997030,113
YOR353C,chrXV,1000828,998453,-1,1000861,998312,1000796,1001116,1000956,173
YOR354C,chrXV,1003225,1001147,-1,1003250,1001031,1003201,1003498,1003350,150
YOR355W,chrXV,1005137,1006705,1,1004646,1006896,1004693,1004115,1004404,431
YOR356W,chrXV,1007221,1009116,1,1007143,1009232,1007215,1006860,1007038,208
YOR357C,chrXV,1009712,1009224,-1,1009729,1009115,1009695,1009933,1009814,91
YOR358W,chrXV,1010161,1010889,1,1010125,1011169,1010159,1009933,1010046,79
YOR359W,chrXV,1011189,1012760,1,1011049,1013020,1011107,1010813,1010960,147
YOR360C,chrXV,1014821,1013241,-1,1015053,1013118,1015003,1015364,1015184,214
YOR361C,chrXV,1017652,1015361,-1,1017575,1015275,1017510,1017808,1017659,151
YOR362C,chrXV,1018746,1017880,-1,1018800,1017697,1018751,1019003,1018877,105
YOR363C,chrXV,1023212,1020222,-1,1023511,1019881,1023231,1023466,1023349,88
YOR367W,chrXV,1026007,1026609,1,1025982,1026693,1026039,1025779,1025909,113
YOR368W,chrXV,1026843,1028048,1,1026812,1028176,1026890,1026644,1026767,99
YOR369C,chrXV,1028625,1028194,-1,1028693,1028087,1028691,1029084,1028888,246
YOR370C,chrXV,1030994,1029183,-1,1031334,1029025,1031277,1031590,1031434,166
YOR371C,chrXV,1034182,1031489,-1,1034301,1031405,1034262,1034547,1034405,138
YOR372C,chrXV,1036471,1034807,-1,1036563,1034474,1036488,1036805,1036647,170
YOR373W,chrXV,1036834,1039389,1,1036768,1039491,1036805,1036488,1036647,170
YOR374W,chrXV,1039840,1041399,1,1039780,1041517,1039785,1039404,1039595,234
YOR375C,chrXV,1043042,1041678,-1,1043099,1041590,1043148,1043563,1043356,268
YOR377W,chrXV,1046226,1047803,1,1046208,1048024,1046217,1045946,1046082,124
YOR380W,chrXV,1051290,1052930,1,1051077,1053000,1051125,1050872,1050999,106
YOR381W,chrXV,1055545,1057680,1,1055213,1057794,1054878,1054643,1054761,88
YOR382W,chrXV,1059531,1059992,1,1059506,1060086,1059267,1058964,1059116,156
YOR383C,chrXV,1061055,1060441,-1,1061102,1060288,1060984,1061203,1061094,72
YOR384W,chrXV,1061564,1063648,1,1061526,1063648,1061461,1061203,1061332,111
YOR386W,chrXV,1066839,1068536,1,1066825,1068761,1066852,1066587,1066720,118
YOR388C,chrXV,1072923,1071793,-1,1072923,1071793,1073136,1073391,1073264,108
YOR391C,chrXV,1079258,1078545,-1,1079258,1078545,1079549,1079832,1079691,136
YOR393W,chrXV,1080276,1081589,1,1080276,1081589,1079832,1079549,1079691,136
YOR394W,chrXV,1082718,1083212,1,1082718,1083212,1082627,1082349,1082488,131
YPL283C,chrXVI,6007,280,-1,6082,280,6018,6579,6299,414
YPL282C,chrXVI,8427,7933,-1,8427,7933,8528,8797,8663,122
YPL281C,chrXVI,10870,9557,-1,10870,9557,11315,11597,11456,135
YPL274W,chrXVI,22938,24701,1,22886,24763,22862,22510,22686,205
YPL273W,chrXVI,25087,26064,1,25014,26167,25007,24668,24838,192
YPL271W,chrXVI,30079,30267,1,30058,30384,30102,29796,29949,159
YPL270W,chrXVI,30482,32803,1,30459,32902,30490,30244,30367,99
YPL269W,chrXVI,33013,34947,1,33013,35093,33053,32779,32916,127
YPL268W,chrXVI,35236,37845,1,35180,37890,35249,34969,35109,133
YPL267W,chrXVI,38169,38798,1,38154,38865,38174,37929,38052,98
YPL266W,chrXVI,39121,40077,1,39074,40150,39091,38823,38957,121
YPL265W,chrXVI,41043,42869,1,40947,43184,40936,40242,40589,547
YPL263C,chrXVI,46506,44551,-1,46528,44473,46487,46776,46632,142
YPL262W,chrXVI,47336,48802,1,47372,48843,47370,47148,47259,75
YPL259C,chrXVI,52671,51244,-1,52684,51042,52648,52979,52814,184
YPL258C,chrXVI,55153,53498,-1,55436,53396,55402,55638,55520,89
YPL256C,chrXVI,66614,64977,-1,66789,64747,66989,67351,67170,215
YPL255W,chrXVI,67725,68882,1,67703,69112,67737,67463,67600,127
YPL254W,chrXVI,69485,70951,1,69244,71020,69297,69031,69164,119
YPL253C,chrXVI,73006,71063,-1,73047,70970,73011,73252,73132,94
YPL252C,chrXVI,73881,73363,-1,73925,73261,73888,74327,74108,292
YPL250C,chrXVI,74719,74309,-1,74861,74120,74816,75318,75067,355
YPL249C-A,chrXVI,76239,75699,-1,76253,75552,76298,76714,76506,269
YPL249C,chrXVI,79353,76669,-1,79380,76619,79333,79639,79486,159
YPL248C,chrXVI,82356,79711,-1,82356,79549,82323,82585,82454,115
YPL246C,chrXVI,85297,84509,-1,85337,84404,85300,85578,85439,131
YPL244C,chrXVI,88033,87014,-1,88055,86917,88014,88213,88114,52
YPL243W,chrXVI,88517,90316,1,88427,90384,88480,88213,88347,120
YPL242C,chrXVI,95109,90622,-1,95171,90471,95123,95468,95296,198
YPL241C,chrXVI,96258,95372,-1,96266,95300,96202,96469,96336,120
YPL240C,chrXVI,98625,96496,-1,98681,96377,98713,98977,98845,117
YPL239W,chrXVI,99484,100086,1,99406,100252,99437,99103,99270,187
YPL237W,chrXVI,100496,101353,1,100453,101465,100516,100185,100351,184
YPL235W,chrXVI,103232,104647,1,103136,104716,103195,102943,103069,105
YPL234C,chrXVI,105440,104946,-1,105495,104828,105428,105745,105587,170
YPL233W,chrXVI,106172,106822,1,106107,106862,106154,105892,106023,115
YPL232W,chrXVI,107275,108147,1,106978,108229,107172,106717,106945,308
YPL231W,chrXVI,108652,114315,1,108615,114400,108599,108241,108420,211
YPL230W,chrXVI,115219,116487,1,115821,116593,115162,114912,115037,103
YPL228W,chrXVI,118382,120031,1,118251,120183,118288,118003,118146,138
YPL227C,chrXVI,121167,120163,-1,121292,120145,121255,121509,121382,107
YPL226W,chrXVI,121767,125357,1,121741,125609,121759,121509,121634,103
YPL225W,chrXVI,126006,126446,1,125958,126573,126029,125743,125886,139
YPL224C,chrXVI,128088,126634,-1,128088,126438,128046,128250,128148,57
YPL221W,chrXVI,133043,135424,1,132807,135601,133036,132830,132933,59
YPL220W,chrXVI,135790,136443,1,135778,136531,135812,135478,135645,187
YPL219W,chrXVI,136750,138228,1,136655,138319,136711,136433,136572,131
YPL218W,chrXVI,138698,139409,1,138636,139472,138680,138382,138531,151
YPL217C,chrXVI,143171,139620,-1,143215,139521,143163,143432,143298,122
YPL215W,chrXVI,147416,148423,1,147387,148584,147431,147124,147278,160
YPL214C,chrXVI,150191,148569,-1,150300,148473,150247,150624,150436,230
YPL213W,chrXVI,150614,151330,1,150578,151361,150624,150247,150436,230
YPL212C,chrXVI,153149,151515,-1,153200,151362,153130,153480,153305,203
YPL211W,chrXVI,153495,154040,1,153453,154167,153480,153130,153305,203
YPL210C,chrXVI,156212,154290,-1,156231,154205,156190,156509,156350,172
YPL209C,chrXVI,157593,156490,-1,157660,156391,157627,157874,157751,100
YPL208W,chrXVI,157842,159593,1,157828,159662,157874,157627,157751,100
YPL207W,chrXVI,159909,162341,1,159832,162433,159871,159555,159713,169
